Nome do medicamento;Dosagem
Risperidona Basi;1 mg
Risperidona Bluepharma;1 mg
Risperidona GP 1 mg Comprimidos;1 mg
Risperidona Krka;1 mg
Risperidona Mylan;1 mg
Risperidona Ratiopharm 1 mg Comprimidos;1 mg
Risperidona Sandoz 1 mg Comprimidos;1 mg
Risperidona Teva;1 mg
Risperidona Teva;1 mg
Risperidona toLife 1 mg Comprimidos;1 mg
Ziprasidona Ciclum;60 mg
Ciprofloxacina Ratiopharm 500 mg Comprimidos Revestidos;500 mg
Gabapentina Ratiopharm 100 mg Cápsulas;100 mg
Pramipexol Aurobindo;0.18 mg
Carbamazepina Mylan;200 mg
Diamicron LM 60 mg;60 mg
Dorcilfree;20 mg/ml
Gabapentina Teva;100 mg
Metformina Ratiopharm;500 mg
Perindopril + Indapamida Farmoz;2 mg + 0.625 mg
Ziprasidona Ciclum;40 mg
Zonisamida Mylan;25 mg
Amissulprida Aurovitas;50 mg
Dorcil;20 mg/ml
Gabapentina Generis;100 mg
Gabapentina Teva;300 mg
Gabapentina Teva;600 mg
Orap Forte;4 mg
Acarbose DNA Pharma;100 mg
Amissulprida Generis;50 mg
Amissulprida Mylan;50 mg
Bromocriptina Generis 2,5 mg Comprimidos;2.5 mg
Ciprofloxacina Cinfa 500 mg comprimidos revestidos;500 mg
Gentamicina Labesfal;10 mg/1 ml
Gliclazida Sandoz;30 mg
Ikynol;100 mg
Largactil;100 mg
Latanoprost Ciclum;0.05 mg/ml
Ramipril + Hidroclorotiazida Labesfal;2.5 mg + 12.5 mg
Alopurinol Mylan;100 mg
Betoptic;5 mg/ml
Inderal;10 mg
Letter;0.05 mg
Mirtazapina Jaba;15 mg
Perindopril Vitória;4 mg
Pregabalina Aurovitas;75 mg
Pregabalina Ciclum;75 mg
Rivotril;2 mg
Ziprasidona Ciclum;20 mg
Amoxicilina + Ácido Clavulânico Sandoz 125 mg + 31,25 mg/5 ml Pó para susp. oral;125 mg/5 ml + 31.25 mg/5 ml
Gabapentina Teva;100 mg
Gabapentina Vitória;100 mg
Montelucaste Vitória;5 mg
Pregabalina Tecnigen;50 mg
Telmisartan + Hidroclorotiazida Aristo;40 mg + 12.5 mg
Tercian;40 mg/ml
Acarbose Generis;50 mg
Furosemida Bluefish;40 mg
Haldol Decanoato;50 mg/1 ml
Irbesartan + Hidroclorotiazida Pharmakern;300 mg + 12.5 mg
Lercanidipina GP;10 mg
Metformina Aurobindo;850 mg
Pregabalina Alter;25 mg
Ropinirol Mylan;1 mg
Valsartan Zentiva;40 mg
Dilaclan;500 mg
Diplexil;200 mg
Espironolactona Mylan;25 mg
Levodopa + Carbidopa Fair-Med;100 mg + 25 mg
Metformina ToLife;850 mg
Olmesartan medoxomilo Ciclum;10 mg
Risperidona Mylan;2 mg
Ropinirol Generis Phar;0.5 mg
Acarbose DNA Pharma;50 mg
Acarbose Mylan;50 mg
Clozapina Mylan;25 mg
Lamotrigina Azevedos;25 mg
Losartan + Hidroclorotiazida Jaba 50 mg + 12,5 mg Comprimidos revestidos;50 mg + 12.5 mg
Metformina ToLife;500 mg
Abilify;7.5 mg/ml
Amoxicilina toLife;500 mg
Depakine;200 mg/ml
Diplexil;200 mg/ml
Diplexil-R;250 mg
Gabapentina Almus;100 mg
Gabapentina Alter;100 mg
Gabapentina Ciclum 100 mg Cápsulas;100 mg
Gabapentina Mylan;100 mg
Indapamida Aurovitas;1.5 mg
Lamictal;50 mg
Lamotrigina Wynn;25 mg
Levetiracetam Vitória;250 mg
Madopar;200 mg + 50 mg
Madopar HBS;100 mg + 25 mg
Nozinan;40 mg/ml
Nozinan 25;25 mg
Physioglau 1%;10 mg/ml
Physioglau 2%;20 mg/ml
Quetiapina Ciclum;50 mg
Risperidona Ratiopharm;0.5 mg
Sinemet CR;200 mg + 50 mg
Starlix;60 mg
Timolen Forte;5 mg/ml
Timoptol;2.5 mg/ml
Timoptol;5 mg/ml
Topamax;15 mg
Acarbose Labesfal;50 mg
Amlodipina + Valsartan TAD;5 mg + 80 mg
Depakine;40 mg/ml
Glimepirida Diapiride;4 mg
Lanoxin MD;0.125 mg
Levetiracetam Aurobindo;250 mg
Montelucaste Tecnigen;10 mg
Olanzapina Pharmakern;2.5 mg
Pregabalina Zentiva;75 mg
Amlodipina Orexene;5 mg
Bertocil;5 mg/ml
Clozapina ratiopharm;25 mg
Depakine Chronosphere;250 mg
Dogmatil;50 mg
Fluidema;2.5 mg
Gabapentina Farmoz 100 mg Cápsulas;100 mg
Gabapentina Farmoz 400 mg Cápsulas;400 mg
Gabapentina Gabamox 100 mg Cápsulas;100 mg
Gabapentina Pharmakern;100 mg
Gabapentina toLife;100 mg
Gliclazida Generis;80 mg
Glimepirida Glimial;4 mg
Minidiab;5 mg
Pioglitazona Aurobindo;15 mg
Pregabalina Tecnigen;150 mg
Quetiapina Alter SR;200 mg
Trivastal 50 Retard;50 mg
Vipidia;6.25 mg
Amiloride + Hidroclorotiazida Ratiopharm 5 mg e 50 mg Comprimidos;50 mg + 5 mg
Amlodipina Jaba 5 mg comprimidos;5 mg
Amoxicilina + Ácido Clavulânico Basi;500 mg + 125 mg
Flindix;5 mg
Quetiapina Pentafarma;25 mg
Risperidona Genedec 2 mg Comprimidos;2 mg
Risperidona Genedec 4 mg Comprimidos;4 mg
Timolol + Dorzolamida Aurovitas;5 mg/ml + 20 mg/ml
Valsartan + Hidroclorotiazida Teva;80 mg + 12.5 mg
Alopurinol Generis;100 mg
Alopurinol Labesfal;100 mg
Irbesartan Mylan;75 mg
Perindopril Generis;4 mg
Pramipexol Azevedos;0.088 mg
Pregabalina Pharmakern;25 mg
Sinemet;100 mg + 25 mg
Socian;50 mg/10 ml
Tiaprida Generis;100 mg
Zofenil;7.5 mg
Diplexil 150;150 mg
Gabapentina Almus;100 mg
Gabapentina Farmoz 100 mg Cápsulas;100 mg
Gliclazida Azevedos;80 mg
Gliclazida Teva;60 mg
Lamotrigina Teva 25 mg Comprimidos;25 mg
Pioglitazona Accord;15 mg
Ramipril Aurobindo;2.5 mg
Ramipril Jaba;2.5 mg
Rasagilina Aristo;1 mg
Risperidona Aurobindo;0.5 mg
Risperidona Generis;0.5 mg
Stagid;700 mg
Acarbose Bluepharma;50 mg
Bisoprolol Accord;5 mg
Haldol;5 mg
Inderal;10 mg
Levetiracetam Aurovitas;500 mg
Parkadina;100 mg
Tercian;100 mg
Gentamicina Labesfal;40 mg/1 ml
Gliclazida Krka;30 mg
Gliclazida ratiopharm;30 mg
Glimepirida Aurovitas;2 mg
Glimepirida Ciclum 2 mg Comprimidos;2 mg
Glimepirida Generis;2 mg
Glimepirida Tolife;2 mg
Haldol Decanoato;100 mg/1 ml
Indapamida Alter 2,5 mg Comprimidos Revestidos;2.5 mg
Indapamida Mylan;2.5 mg
Indapamida Sandoz 2,5 mg Comprimidos revestidos;2.5 mg
Levodopa + Carbidopa + Entacapona Ciclum;50 mg + 12.5 mg + 200 mg
Montelucaste Vitória;4 mg
Olanzapina Aurobindo;2.5 mg
Parlodel;5 mg
Risperidona Aurobindo;2 mg
Risperidona Mylan;2 mg
Topiramato ratiopharm;25 mg
Topiramato Refta;25 mg
Valsartan Teva;40 mg
Zonegran;25 mg
Zonisamida Tolife;25 mg
Amoxicilina + Ácido Clavulânico Aurovitas;500 mg + 125 mg
Carbinib;250 mg
Lamotrigina Azevedos;200 mg
Lamotrigina Basi;25 mg
Lamotrigina toLife;25 mg
Levotiroxina sódica Ratiopharm;0.025 mg
Olmesartan medoxomilo Farmoz;10 mg
Ramipril Krka;1.25 mg
Timogel;0.4 mg/0.4 g
Trandolapril Mylan;0.5 mg
Carbamazepina Generis 400 mg Comprimidos;400 mg
Indapamida Generis 2,5 mg Comprimidos Revestidos;2.5 mg
Indapamida GP 2,5 mg Comprimidos revestidos;2.5 mg
Lamotrigina Aurobindo;100 mg
Quetiapina Teva;150 mg
Aripiprazol Zentiva;15 mg
Bisoprolol Jaba 5 mg Comprimidos revestidos;5 mg
Candesartan + Hidroclorotiazida Alter;16 mg + 12.5 mg
Carbamazepina Mylan;400 mg
Cisordinol Depot;200 mg/1 ml
Irbesartan Aurovitas;75 mg
Irbesartan Mylan;75 mg
Losartan + Hidroclorotiazida Aurovitas;50 mg + 12.5 mg
Physioglau 2% Unidoses;20 mg/ml
Quetiapina Generis;50 mg
Resochina;250 mg
Bisoprolol Bluepharma;5 mg
Bunil;25 mg
Glimepirida Aurovitas;3 mg
Glimepirida Generis;3 mg
Glimepirida Tolife;3 mg
Januvia;25 mg
Mysoline;250 mg
Quetiapina Teva;25 mg
Risperidona Pharmakern;1 mg/ml
Valsartan Mylan;40 mg
Xelevia;25 mg
Fluconazol Basi;150 mg
Gliclazida Generis;30 mg
Hygroton;50 mg
Olanzapina Aurobindo;5 mg
Olanzapina Azevedos;5 mg
Olanzapina Farmoz;5 mg
Olmesartan medoxomilo + Hidroclorotiazida Cinfa;20 mg + 12.5 mg
Pramipexol Azevedos;0.18 mg
Pregabalina GP;25 mg
Trandolapril Generis;0.5 mg
Amoxicilina Generis 500 mg Cápsulas;500 mg
Aripiprazol Tolife;10 mg
Candesartan Aurovitas;8 mg
Gliclazida Mylan;30 mg
Metformina Aurobindo;500 mg
Pioglitazona Accord;45 mg
Pregabalina Aurovitas;25 mg
Pregabalina Ciclum;25 mg
Quetiapina Alter SR;300 mg
Risperdal;1 mg/ml
Risperidona Generis;1 mg/ml
Risperidona Mylan;1 mg/ml
Risperidona Sandoz;1 mg/ml
Risperidona toLife;1 mg/ml
Topiramato Genedec;100 mg
Valsartan + Hidroclorotiazida Teva;160 mg + 12.5 mg
Atenolol Sandoz;50 mg
Carvedilol Jaba 6,25 mg Comprimidos;6.25 mg
Fluconazol Aurovitas;150 mg
Lamotrigina Mylan;25 mg
Metformina Azevedos;850 mg
Nebivolol Ratiopharm;5 mg
Pregabalina  Vitória;75 mg
Valsartan Zentiva;40 mg
Aripiprazol Aurovitas;10 mg
Artane;5 mg
Candesartan Basi;8 mg
Dyazide;25 mg + 50 mg
Lanoxin;0.25 mg
Olmesartan medoxomilo + Hidroclorotiazida Cinfa;20 mg + 25 mg
Azitromicina Aurovitas;500 mg
Azitromicina Basi;500 mg
Entacapona Teva;200 mg
Floxapen;500 mg
Fluanxol Retard;100 mg/1 ml
Furosemida Generis;40 mg
Gliclazida Alter;30 mg
Gliclazida Bluepharma 80 mg Comprimidos;80 mg
Gliclazida Labesfal 80 mg Comprimidos;80 mg
Glucovance;2.5 mg + 500 mg
Inovelon;100 mg
Lamotrigina Generis;25 mg
Lamotrigina Generis;25 mg
Pregabalina Aristo;300 mg
Quetamed;25 mg
Timabak;2.5 mg/ml
Ácido Valpróico Ratiopharm 300 mg Comprimidos de libertação prolongada;300 mg
Atenolol Alter 50 mg comprimidos;50 mg
Atenolol Bluepharma;50 mg
Atenolol Cinfa 50 mg Comprimidos;50 mg
Atenolol Mylan;50 mg
Atenolol Ratiopharm 50 mg Comprimidos Revestidos;50 mg
Edolglau;2.5 mg/ml
Levetiracetam Jaba;250 mg
Lisinopril Mepha 5 mg Comprimidos;5 mg
Ramipril Krka;2.5 mg
Telmisartan Basi;40 mg
Topiramato Farmoz;25 mg
Topiramato Wynn;25 mg
Dorzolamida Aurovitas;20 mg/ml
Dorzolamida Mylan;20 mg/ml
Eutirox;0.025 mg
Indapamida Farmoz;1.5 mg
Indapamida Zentiva;2.5 mg
Losartan Jaba;50 mg
Losartan Teva;50 mg
Olmesartan medoxomilo Pentafarma;10 mg
Trusopt;20 mg/ml
Amlodipina + Valsartan Tolife;5 mg + 80 mg
Carvedilol Labesfal;6.25 mg
Ciprofloxacina Bluepharma;500 mg
Claritromicina Basi;250 mg
Drosdiol;3 mg + 0.02 mg
Enalapril + Lercanidipina Mylan;20 mg + 10 mg
Enalapril Ciclum 5 mg comprimidos;5 mg
Gliclazida GP 80 mg Comprimidos;80 mg
Pantoprazol Braiter;40 mg
Vascorlen;5 mg
Ciprofloxacina Azevedos;500 mg
Enalapril Bluepharma 5 mg comprimidos;5 mg
Entix;40 mg
Gentamicina Labesfal;80 mg/2 ml
Pregabalina Alter;25 mg
Pregabalina Lek;25 mg
Pregabalina Teva;25 mg
Topiramato Ciclum;100 mg
Topiramato GP;25 mg
Topiramato Refta;100 mg
Candesartan Zentiva;8 mg
Espironolactona Alter;25 mg
Flindix Retard;20 mg
Olanzapina Ciclum;2.5 mg
Olanzapina Sandoz;2.5 mg
Amiodarona Labesfal;200 mg
Bisoprolol Accord;5 mg
Bisoprolol Krka;2.5 mg
Brimonidina Mylan;2 mg/ml
Enicil;0.05 mg/ml
Lanitop;0.1 mg
Metibasol;5 mg
Nitromint;0.5 mg
Pregabalina Zentiva;25 mg
Valsartan + Hidroclorotiazida Ciclum;160 mg + 25 mg
Valsartan + Hidroclorotiazida Teva;160 mg + 25 mg
Valsartan + Hidroclorotiazida toLife;160 mg + 25 mg
Valsartan Aurobindo;40 mg
Valsartan Teva;40 mg
Valsartan toLife;80 mg
Valsartan Zentiva;80 mg
Amiodarona Mylan;200 mg
Bisoprolol Krka;5 mg
Candesartan + Hidroclorotiazida Mylan;16 mg + 12.5 mg
Enalapril Mepha 5 mg Comprimidos;5 mg
Enalapril Ratiopharm;5 mg
Fluconazol Krka;150 mg
Levodopa + Carbidopa Fair-Med;250 mg + 25 mg
Moduretic;50 mg + 5 mg
Perindopril + Indapamida Vitória;2 mg + 0.625 mg
Sumamed;500 mg
Amlodipina Basi;5 mg
Amlodipina Orexene;10 mg
Carvedilol Mylan;6.25 mg
Claritromicina TAD;250 mg
Enalapril Krka;5 mg
Irbesartan + Hidroclorotiazida Mylan;150 mg + 12.5 mg
Amiodarona Alter;200 mg
Amiodarona Bluepharma;200 mg
Amiodarona Generis 200 mg Comprimidos;200 mg
Amiodarona GP 200 mg Comprimidos;200 mg
Amlodipina Jaba 5 mg comprimidos;5 mg
Aripiprazol Ciclum;10 mg
Candesartan + Hidroclorotiazida Teva;16 mg + 12.5 mg
Candesartan Alter;8 mg
Captopril Carencil 25 mg Comprimidos;25 mg
Effiplen;0.03 mg + 0.075 mg
Glucophage;500 mg
Letter;0.05 mg
Levotiroxina sódica Ratiopharm;0.05 mg
Ramipril + Hidroclorotiazida Krka;2.5 mg + 12.5 mg
Trimetazidina Teva;35 mg
Carvedilol Ratiopharm;6.25 mg
Furosemida Sandoz 40 mg Comprimidos;40 mg
Isoptin 40;40 mg
Olmesartan medoxomilo + Hidroclorotiazida Generis;20 mg + 12.5 mg
Pantoprazol Tetrafarma;40 mg
Pregabalina Azevedos;50 mg
Ramipril Farmoz;1.25 mg
Ramipril Zentiva;1.25 mg
Zonisamida Mylan;50 mg
Bisoprolol Aurobindo;2.5 mg
Bisoprolol Krka;2.5 mg
Carvedilol Jaba 25 mg Comprimidos;25 mg
Furosemida Vitória;40 mg
Levetiracetam Bluefish;250 mg
Metformina Ciclum;500 mg
Metibasol;5 mg
Ramipril toLife;1.25 mg
Risperidona Aurobindo;0.5 mg
Risperidona Generis;0.5 mg
Telmisartan Basi;20 mg
Telmisartan Basi;80 mg
Alopurinol Mylan;300 mg
Amlodipina + Valsartan Aurovitas;5 mg + 80 mg
Amoxicilina Generis;250 mg/5 ml
Azopt;10 mg/ml
Bisoprolol Generis 5 mg Comprimidos;5 mg
Bisoprolol Mylan;5 mg
Carbamazepina Alter 400 mg Comprimidos;400 mg
Celecoxib Generis;100 mg
Lasix;20 mg/2 ml
Microginon;0.03 mg + 0.15 mg
Persantin;75 mg
Pregabalina Mylan;75 mg
Acarbose Establix;50 mg
Acarbose Farmoz;50 mg
Carvedilol Krka;6.25 mg
Enalapril + Hidroclorotiazida  Vitória;20 mg + 12.5 mg
Gabapentina Almus;300 mg
Gabapentina Aurobindo;300 mg
Gabapentina Farmoz 300 mg Cápsulas;300 mg
Gabapentina Pharmakern;300 mg
Gliclazida Krka;60 mg
Olmesartan medoxomilo Alter;10 mg
Propranolol Accord;10 mg
Quetiapina toLife SR;200 mg
Strymix;25 mg
Timabak;5 mg/ml
Topiramato Alter;25 mg
Diamicron LM 60 mg;60 mg
Gliclazida Alter;60 mg
Gliclazida Generis;60 mg
Gliclazida Labesfal LM;60 mg
Gliclazida Zentiva;60 mg
Indapamida Farmoz;1.5 mg
Lercanidipina GP;20 mg
Levotiroxina sódica Ratiopharm;0.1 mg
Minipop;0.075 mg
Montelucaste Vitória;10 mg
Nebivolol Krka;5 mg
Olmesartan medoxomilo + Hidroclorotiazida Generis;20 mg + 25 mg
Pregabalina Azevedos;75 mg
Salbutamol GP;100 µg/dose
Sinvastatina Bluepharma;10 mg
Strymix;25 mg
Trimetazidina Ratiopharm;20 mg
Aripiprazol Ciclum;15 mg
Espironolactona Generis 100 mg Comprimidos;100 mg
Lanoxin MD;0.125 mg
Metformina Generis 850 mg Comprimidos Revestidos;850 mg
Perindopril Aurovitas;4 mg
Alopurinol Mylan;100 mg
Amoxicilina Sandoz 250 mg/5 ml Pó para suspensão oral;250 mg/5 ml
Ikynol;100 mg
Raloxifeno Tolife;60 mg
Tromalyt 150 mg;150 mg
Valsartan Teva;80 mg
Alphagan;2 mg/ml
Bglau;2 mg/ml
Brimonidina Generis;2 mg/ml
Catapresan;0.15 mg
Dopadura C;100 mg + 25 mg
Drospirenona + Etinilestradiol Aurovitas;3 mg + 0.03 mg
Ecapril;5 mg
Eucreas;1000 mg + 50 mg
Gabapentina Almus;800 mg
Gabapentina Alter;100 mg
Gabapentina Alter;800 mg
Gabapentina Aurobindo;600 mg
Gabapentina Ciclum;800 mg
Gabapentina Gabamox;800 mg
Gabapentina Generis;800 mg
Gabapentina Mylan;800 mg
Gabapentina Pharmakern;100 mg
Gabapentina ToLife;800 mg
Icandra;1000 mg + 50 mg
Levetiracetam Sandoz;250 mg
Levetiracetam UCB;250 mg
Lisinopril + Hidroclorotiazida Jaba 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Lisinopril Basi;20 mg
Nozinan 100;100 mg
Pantoprazol Tecnilor;40 mg
Perindopril + Indapamida Mylan;2 mg + 0.625 mg
Telmisartan Azevedos;40 mg
Timoglau;2.5 mg/ml
Timoglau;5 mg/ml
Valsartan + Hidroclorotiazida Limeg;80 mg + 12.5 mg
Zomarist;1000 mg + 50 mg
Filotempo;225 mg
Glimepirida Aurovitas;4 mg
Glimepirida Ciclum 4 mg Comprimidos;4 mg
Glimepirida Generis;4 mg
Glimepirida Tolife;4 mg
Lisinopril Jaba 20 mg Comprimidos;20 mg
Mepranil;2.5 mg + 5 mg
Metformina Generis;500 mg
Metformina Ratiopharm;500 mg
Metformina ToLife;1000 mg
Pioglitazona Zentiva;15 mg
Preato;25 mg
Pregabalina Biofarmoz;25 mg
Pregabalina Tarmix;25 mg
Telmisartan + Hidroclorotiazida Alter;40 mg + 12.5 mg
Trimetazidina Mylan;20 mg
Valsartan Aurovitas;40 mg
Candesartan + Hidroclorotiazida Generis;16 mg + 12.5 mg
Desogestrel + Etinilestradiol Mylan;0.15 mg + 0.03 mg
Enalapril + Lercanidipina Ciclum;20 mg + 10 mg
Losartan + Hidroclorotiazida Aurobindo;50 mg + 12.5 mg
Olanzapina Aurobindo;2.5 mg
Olanzapina Krka;2.5 mg
Olanzapina Nolian;2.5 mg
Olanzapina Teva;2.5 mg
Paracetamol Mylan;1000 mg
Protizol;5 mg/ml + 20 mg/ml
Timolol + Dorzolamida Mylan;5 mg/ml + 20 mg/ml
Ácido Alendrónico Basi;70 mg
Flindix;5 mg
Furosemida Bluefish;40 mg
Indapamida Krka;1.5 mg
Ivabradina Accord;5 mg
Levocetirizina Bluefish;5 mg
Lisinopril Ratiopharm 5 mg Comprimidos;5 mg
Lovos;250 mg
Trimetazidina Generis 20 mg Comprimidos Revestidos;20 mg
Trimetazidina Labesfal 20 mg Comprimidos Revestidos;20 mg
Valaciclovir toLife;500 mg
Adartrel;2 mg
Azitrix;40 mg/ml
Azitromicina Mylan;40 mg/ml
Azitromicina Teva;40 mg/ml
Bisoprolol Ratiopharm;5 mg
Carvedilol Sandoz;6.25 mg
Synjardy;5 mg + 1000 mg
Synjardy;5 mg + 850 mg
Amlodipina Zentiva;5 mg
Amoxicilina + Ácido Clavulânico Basi;250 mg/5 ml + 62.5 mg/5 ml
Candesartan + Hidroclorotiazida Generis;16 mg + 12.5 mg
Depo-Provera 150;150 mg/ml
Drospirenona + Etinilestradiol Mylan;3 mg + 0.02 mg
Enalapril + Hidroclorotiazida Mylan;20 mg + 12.5 mg
Eutirox;0.088 mg
Levotiroxina sódica Ratiopharm;0.075 mg
Montelucaste Azevedos;4 mg
Orasorbil;20 mg
Pregabalina Tolife;25 mg
Propranolol Accord;40 mg
Tramadol + Paracetamol Aristo;37.5 mg + 325 mg
Trimetazidina Ratiopharm;35 mg
Trinordiol;Associação
Letter;0.1 mg
Lorazepam Aristo;1 mg
Losartan Wynn;12.5 mg
Olanzapina Basi;10 mg
Topamax;25 mg
Atorvastatina Aurobindo;10 mg
Ciproterona + Etinilestradiol Generis;2 mg + 0.035 mg
Cordarone;200 mg
Gliclazida Krka;90 mg
Gliclazida Mylan;30 mg
Gliclazida Teva;30 mg
Maleato de Enalapril Mylan;5 mg
Metformina Ratiopharm;1000 mg
Nocdurna;0.025 mg
Nocdurna;0.05 mg
Olmesartan medoxomilo Zentiva;10 mg
Oprymea;0.26 mg
Orap Forte;4 mg
Pantoprazol Farmoz;40 mg
Quetiapina Teva;50 mg
Quetiapina toLife SR;50 mg
Ramipril Aurobindo;1.25 mg
Salbutamol Sandoz;100 µg/dose
Valsartan + Hidroclorotiazida Zentiva;80 mg + 12.5 mg
Valsartan Mylan;40 mg
Amoxicilina + Ácido Clavulânico Basi;875 mg + 125 mg
Fluanxol Retard;20 mg/1 ml
Gentamicina Labesfal;160 mg/2 ml
Irbesartan + Hidroclorotiazida Basi;300 mg + 12.5 mg
Jentadueto;1000 mg + 2.5 mg
Jentadueto;850 mg + 2.5 mg
Olmesartan medoxomilo + Hidroclorotiazida Zentiva;20 mg + 12.5 mg
Pregabalina Mylan;25 mg
Rasagilina Aristo;1 mg
Risperidona Generis 2 mg Comprimidos Orodispersíveis;2 mg
Sertralina Bluefish;50 mg
Valsartan + Hidroclorotiazida Ciclum;80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Limeg;160 mg + 12.5 mg
Amlodipina Farmoz 5 mg Comprimidos;5 mg
Amoxicilina + Ácido clavulânico Bluepharma;250 mg/5 ml + 62.5 mg/5 ml
Azitromicina Krka;500 mg
Cardipril;5 mg
Losartan + Hidroclorotiazida Rominguer;50 mg + 12.5 mg
Montelucaste Azevedos;5 mg
Perindopril + Indapamida Mylan;2 mg + 0.625 mg
Perindopril + Indapamida Tolife;2 mg + 0.625 mg
Pregabalina Sandoz GmbH;25 mg
Selegilina Generis 5 mg Comprimidos;5 mg
Varfine;5 mg
Zoleptil;25 mg
Alopurinol Sidefarma;300 mg
Carvedilol Azevedos 6.25 mg Comprimidos;6.25 mg
Ceftriaxona Generis 250 mg Pó e Solvente para Solução Injectável IM;250 mg/2 ml
Cisordinol Acutard;50 mg/1 ml
Claritromicina Zentiva;250 mg
Diazepam Pharmakern;5 mg
Eucreas;850 mg + 50 mg
Gabapentina Ciclum 100 mg Cápsulas;100 mg
Gabapentina Gabamox 100 mg Cápsulas;100 mg
Gabapentina Generis;100 mg
Gabapentina Mylan;100 mg
Gabapentina Ratiopharm 100 mg Cápsulas;100 mg
Gabapentina toLife;100 mg
Gabapentina Vitória;100 mg
Icandra;850 mg + 50 mg
Labdiazina;500 mg
Losartan Basi;12.5 mg
Neurontin;100 mg
Olanzapina Nolian;5 mg
Pitavastatina Teva;1 mg
Quetiapina Mylan;50 mg
Telmisartan + Hidroclorotiazida Aristo;40 mg + 12.5 mg
Valsartan Limeg;80 mg
Zomarist;850 mg + 50 mg
Alopurinol Ratiopharm 300 mg Comprimidos;300 mg
Bunil;50 mg
Carvedilol Tecnimede 6,25 mg comprimidos;6.25 mg
Cilazapril Generis;0.5 mg
Enalapril Generis 5 mg Comprimidos;5 mg
Etinilestradiol + Levonorgestrel Aurovitas;0.02 mg + 0.1 mg
Lisinopril Azevedos;5 mg
Lisinopril Zentiva;5 mg
Ramipril Ratiopharm 2,5 mg Comprimidos;2.5 mg
Ramipril Sandoz 2,5 mg Comprimidos;2.5 mg
Risidon;850 mg
Carvedilol Vitória;6.25 mg
Diazepam Labesfal;5 mg
Furosemida Ratiopharm 40 mg Comprimidos;40 mg
Furosemida Zentiva;40 mg
Levetiracetam Aurovitas;100 mg/ml
Levetiracetam Bluefish;100 mg/ml
Levetiracetam Zentiva;250 mg
Candesartan + Hidroclorotiazida Pharmakern;16 mg + 12.5 mg
Chariva;2 mg + 0.03 mg
Diazepam Ratiopharm 5 mg Comprimidos;5 mg
Ikynol;300 mg
Irbesartan + Hidroclorotiazida Azevedos;300 mg + 12.5 mg
Irbesartan Basi;150 mg
Olmesartan medoxomilo + Hidroclorotiazida Zentiva;20 mg + 25 mg
Pramipexol Aurobindo;0.35 mg
Sotalol Aurobindo;160 mg
Telmisartan Azevedos;20 mg
Telmisartan Azevedos;80 mg
Ticlopidina GP;250 mg
Valsartan Generis;40 mg
Amlodipina + Olmesartan medoxomilo Bluepharma;5 mg + 20 mg
Candesartan Aurobindo;8 mg
Desogestrel + Etinilestradiol Aurovitas;0.15 mg + 0.03 mg
Diazepam Pharmakern;10 mg
Eutirox;0.112 mg
Felodipina Mylan;5 mg
Lisinopril Bluepharma;5 mg
Lisinopril Sandoz;5 mg
Nebivolol Pentafarma;5 mg
Perindopril + Amlodipina Ratiopharm;5 mg + 5 mg
Perindopril + Indapamida Alter;2 mg + 0.625 mg
Quetiapina toLife SR;300 mg
Risperidona Teva;2 mg
Tramadol + Paracetamol Bluepharma;37.5 mg + 325 mg
Alopurinol Generis;100 mg
Alopurinol Generis;300 mg
Alopurinol Labesfal;100 mg
Bromazepam Pharmakern;1.5 mg
Estinette;0.02 mg + 0.075 mg
Etinilestradiol + Gestodeno Generis;0.02 mg + 0.075 mg
Etoricoxib toLife;30 mg
Fosfomicina Pharmakern;3000 mg
Lisinopril + Hidroclorotiazida Vitória;20 mg + 12.5 mg
Lisinopril Aurovitas;5 mg
Lisinopril Basi;5 mg
Lisinopril Ciclum;5 mg
Lisinopril Germed 5 mg Comprimidos;5 mg
Lisinopril Labesfal 5 mg Comprimidos;5 mg
Lisinopril toLife 5 mg Comprimidos;5 mg
Pregabalina Baldacci;25 mg
Ramipril + Hidroclorotiazida Aurovitas;2.5 mg + 12.5 mg
Atorvastatina Azevedos;10 mg
Azalia;0.075 mg
Carvedilol Aurovitas;6.25 mg
Enalapril + Lercanidipina Ratiopharm;20 mg + 20 mg
Etinilestradiol + Gestodeno Generis;0.03 mg + 0.075 mg
Lisinopril Generis 5 mg Comprimidos;5 mg
Olanzapina Alter;5 mg
Olanzapina Nolian;5 mg
Olanzapina Teva;5 mg
Propycil;50 mg
Risperidona Krka;1 mg
Risperidona Ratiopharm;1 mg
Sulfona Zimaia;100 mg
Surmontil 25;25 mg
Valsartan + Hidroclorotiazida Zentiva;160 mg + 12.5 mg
Ácido Valpróico Generis;500 mg
Ácido Valpróico Ratiopharm 500 mg Comprimidos de libertação prolongada;500 mg
Actelsar HCT;40 mg + 12.5 mg
Beta-histina Bluefish;16 mg
Felodipina Aurovitas;5 mg
Haldol;10 mg
Lisinopril GP;5 mg
Paroxetina Bravet;20 mg
Ventilan;0.5 mg/1 ml
Amoxicilina + Ácido Clavulânico-Ratiopharm 125 mg e 31,25mg/5 ml, Suspensão Oral;125 mg/5 ml + 31.25 mg/5 ml
Amoxicilina toLife;1000 mg
Diazepam Limeg;10 mg
